Date Time,Tlog (degC),H2OC (mmol/mol),VPmax (mbar),Tpot (K)
2023-10-31,23.229583333333334,11.74875,13.740625000000001,286.63961805555556
2023-11-02,21.098715277777778,9.695902777777778,12.128472222222221,285.82670138888886
2023-11-04,20.487881944444446,9.391388888888889,11.948194444444445,285.9999305555555
2023-11-06,21.225277777777777,9.453854166666666,12.2584375,284.60697916666663
2023-11-08,19.93434027777778,8.732395833333333,11.133958333333332,282.9504513888889
2023-11-10,18.59451388888889,8.280347222222224,9.718402777777778,281.5434375
2023-11-12,15.775590277777777,8.407395833333332,9.465486111111112,280.6842361111111
2023-11-14,18.146493055555553,10.229479166666668,12.151909722222221,284.435625
2023-11-16,15.310798611111112,7.729131944444443,9.1184375,279.5773958333333
2023-11-18,15.91625,8.492395833333333,9.99625,280.49159722222225
2023-11-20,16.995034722222222,9.411631944444444,10.591041666666666,281.8298611111111
2023-11-22,11.522395833333333,6.2451736111111105,7.5059375,275.8905555555555
2023-11-24,11.922777777777778,6.922256944444444,7.496874999999999,277.5602083333333
2023-11-26,12.112291666666668,6.67392361111111,6.9288541666666665,276.2960763888889
2023-11-28,9.358784722222222,5.388715277777778,5.583263888888889,273.7832638888889
2023-11-30,9.020173611111112,5.398159722222222,5.3517013888888885,273.09062500000005
2023-12-02,8.524201388888889,4.600208333333333,4.819340277777778,270.70395833333333
2023-12-04,9.674756944444445,5.1975694444444445,5.777291666666667,273.38729166666667
2023-12-06,12.476666666666667,6.630590277777777,6.859791666666667,275.5726041666667
2023-12-08,11.793611111111112,6.634618055555555,6.912534722222222,275.93131944444445
2023-12-10,15.599722222222223,8.974131944444444,10.551354166666666,282.65916666666664
2023-12-12,17.563506944444445,9.441805555555554,10.248159722222221,282.3020486111111
2023-12-14,13.751840277777779,7.755590277777778,7.962743055555555,276.99288194444443
2023-12-16,15.17375,7.467604166666667,8.83829861111111,277.39520833333336
2023-12-18,14.871770833333333,6.925104166666667,9.1040625,278.74829861111107
2023-12-20,14.511805555555554,8.367604166666666,9.568715277777777,281.19468750000004
